customer_id,store_id,first_name,last_name,email,address_id,active_bool,create_date,last_update,active
214,1.0,Kristin,Johnston,kristin.johnston@sakilacustomer.org,218.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
215,2.0,Jessie,Banks,jessie.banks@sakilacustomer.org,219.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
216,1.0,Natalie,Meyer,natalie.meyer@sakilacustomer.org,220.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
217,2.0,Agnes,Bishop,agnes.bishop@sakilacustomer.org,221.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
218,1.0,Vera,Mccoy,vera.mccoy@sakilacustomer.org,222.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
219,2.0,Willie,Howell,willie.howell@sakilacustomer.org,223.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
220,2.0,Charlene,Alvarez,charlene.alvarez@sakilacustomer.org,224.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
221,1.0,Bessie,Morrison,bessie.morrison@sakilacustomer.org,225.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
222,2.0,Delores,Hansen,delores.hansen@sakilacustomer.org,226.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
223,1.0,Melinda,Fernandez,melinda.fernandez@sakilacustomer.org,227.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
224,2.0,Pearl,Garza,pearl.garza@sakilacustomer.org,228.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
225,1.0,Arlene,Harvey,arlene.harvey@sakilacustomer.org,229.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
226,2.0,Maureen,Little,maureen.little@sakilacustomer.org,230.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
227,1.0,Colleen,Burton,colleen.burton@sakilacustomer.org,231.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
228,2.0,Allison,Stanley,allison.stanley@sakilacustomer.org,232.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
229,1.0,Tamara,Nguyen,tamara.nguyen@sakilacustomer.org,233.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
230,2.0,Joy,George,joy.george@sakilacustomer.org,234.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
231,1.0,Georgia,Jacobs,georgia.jacobs@sakilacustomer.org,235.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
232,2.0,Constance,Reid,constance.reid@sakilacustomer.org,236.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
233,2.0,Lillie,Kim,lillie.kim@sakilacustomer.org,237.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
234,1.0,Claudia,Fuller,claudia.fuller@sakilacustomer.org,238.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
235,1.0,Jackie,Lynch,jackie.lynch@sakilacustomer.org,239.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
236,1.0,Marcia,Dean,marcia.dean@sakilacustomer.org,240.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
237,1.0,Tanya,Gilbert,tanya.gilbert@sakilacustomer.org,241.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
238,1.0,Nellie,Garrett,nellie.garrett@sakilacustomer.org,242.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
239,2.0,Minnie,Romero,minnie.romero@sakilacustomer.org,243.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
240,1.0,Marlene,Welch,marlene.welch@sakilacustomer.org,244.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
241,2.0,Heidi,Larson,heidi.larson@sakilacustomer.org,245.0,t,2006-02-14,2013-05-26 14:49:45.738,0.0
242,1.0,Glenda,Frazier,glenda.frazier@sakilacustomer.org,246.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
243,1.0,Lydia,Burke,lydia.burke@sakilacustomer.org,247.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
244,2.0,Viola,Hanson,viola.hanson@sakilacustomer.org,248.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
245,1.0,Courtney,Day,courtney.day@sakilacustomer.org,249.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
246,1.0,Marian,Mendoza,marian.mendoza@sakilacustomer.org,250.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
247,1.0,Stella,Moreno,stella.moreno@sakilacustomer.org,251.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
248,1.0,Caroline,Bowman,caroline.bowman@sakilacustomer.org,252.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
249,2.0,Dora,Medina,dora.medina@sakilacustomer.org,253.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
250,2.0,Jo,Fowler,jo.fowler@sakilacustomer.org,254.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
251,2.0,Vickie,Brewer,vickie.brewer@sakilacustomer.org,255.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
252,2.0,Mattie,Hoffman,mattie.hoffman@sakilacustomer.org,256.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
253,1.0,Terry,Carlson,terry.carlson@sakilacustomer.org,258.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
254,2.0,Maxine,Silva,maxine.silva@sakilacustomer.org,259.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
255,2.0,Irma,Pearson,irma.pearson@sakilacustomer.org,260.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
256,2.0,Mabel,Holland,mabel.holland@sakilacustomer.org,261.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
257,2.0,Marsha,Douglas,marsha.douglas@sakilacustomer.org,262.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
258,1.0,Myrtle,Fleming,myrtle.fleming@sakilacustomer.org,263.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
259,2.0,Lena,Jensen,lena.jensen@sakilacustomer.org,264.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
260,1.0,Christy,Vargas,christy.vargas@sakilacustomer.org,265.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
261,1.0,Deanna,Byrd,deanna.byrd@sakilacustomer.org,266.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
262,2.0,Patsy,Davidson,patsy.davidson@sakilacustomer.org,267.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
263,1.0,Hilda,Hopkins,hilda.hopkins@sakilacustomer.org,268.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
264,1.0,Gwendolyn,May,gwendolyn.may@sakilacustomer.org,269.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
265,2.0,Jennie,Terry,jennie.terry@sakilacustomer.org,270.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
266,2.0,Nora,Herrera,nora.herrera@sakilacustomer.org,271.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
267,1.0,Margie,Wade,margie.wade@sakilacustomer.org,272.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
268,1.0,Nina,Soto,nina.soto@sakilacustomer.org,273.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
269,1.0,Cassandra,Walters,cassandra.walters@sakilacustomer.org,274.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
270,1.0,Leah,Curtis,leah.curtis@sakilacustomer.org,275.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
271,1.0,Penny,Neal,penny.neal@sakilacustomer.org,276.0,t,2006-02-14,2013-05-26 14:49:45.738,0.0
272,1.0,Kay,Caldwell,kay.caldwell@sakilacustomer.org,277.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
273,2.0,Priscilla,Lowe,priscilla.lowe@sakilacustomer.org,278.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
274,1.0,Naomi,Jennings,naomi.jennings@sakilacustomer.org,279.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
275,2.0,Carole,Barnett,carole.barnett@sakilacustomer.org,280.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
276,1.0,Brandy,Graves,brandy.graves@sakilacustomer.org,281.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
277,2.0,Olga,Jimenez,olga.jimenez@sakilacustomer.org,282.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
278,2.0,Billie,Horton,billie.horton@sakilacustomer.org,283.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
279,2.0,Dianne,Shelton,dianne.shelton@sakilacustomer.org,284.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
280,2.0,Tracey,Barrett,tracey.barrett@sakilacustomer.org,285.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
281,2.0,Leona,Obrien,leona.obrien@sakilacustomer.org,286.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
282,2.0,Jenny,Castro,jenny.castro@sakilacustomer.org,287.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
283,1.0,Felicia,Sutton,felicia.sutton@sakilacustomer.org,288.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
284,1.0,Sonia,Gregory,sonia.gregory@sakilacustomer.org,289.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
285,1.0,Miriam,Mckinney,miriam.mckinney@sakilacustomer.org,290.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
286,1.0,Velma,Lucas,velma.lucas@sakilacustomer.org,291.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
287,2.0,Becky,Miles,becky.miles@sakilacustomer.org,292.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
288,1.0,Bobbie,Craig,bobbie.craig@sakilacustomer.org,293.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
289,1.0,Violet,Rodriquez,violet.rodriquez@sakilacustomer.org,294.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
290,1.0,Kristina,Chambers,kristina.chambers@sakilacustomer.org,295.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
291,1.0,Toni,Holt,toni.holt@sakilacustomer.org,296.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
292,2.0,Misty,Lambert,misty.lambert@sakilacustomer.org,297.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
293,2.0,Mae,Fletcher,mae.fletcher@sakilacustomer.org,298.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
294,2.0,Shelly,Watts,shelly.watts@sakilacustomer.org,299.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
295,1.0,Daisy,Bates,daisy.bates@sakilacustomer.org,300.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
296,2.0,Ramona,Hale,ramona.hale@sakilacustomer.org,301.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
297,1.0,Sherri,Rhodes,sherri.rhodes@sakilacustomer.org,302.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
298,1.0,Erika,Pena,erika.pena@sakilacustomer.org,303.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
299,2.0,James,Gannon,james.gannon@sakilacustomer.org,304.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
300,1.0,John,Farnsworth,john.farnsworth@sakilacustomer.org,305.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
301,2.0,Robert,Baughman,robert.baughman@sakilacustomer.org,306.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
302,1.0,Michael,Silverman,michael.silverman@sakilacustomer.org,307.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
303,2.0,William,Satterfield,william.satterfield@sakilacustomer.org,308.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
304,2.0,David,Royal,david.royal@sakilacustomer.org,309.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
305,1.0,Richard,Mccrary,richard.mccrary@sakilacustomer.org,310.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
306,1.0,Charles,Kowalski,charles.kowalski@sakilacustomer.org,311.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
307,2.0,Joseph,Joy,joseph.joy@sakilacustomer.org,312.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
308,1.0,Thomas,Grigsby,thomas.grigsby@sakilacustomer.org,313.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
309,1.0,Christopher,Greco,christopher.greco@sakilacustomer.org,314.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
310,2.0,Daniel,Cabral,daniel.cabral@sakilacustomer.org,315.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
311,2.0,Paul,Trout,paul.trout@sakilacustomer.org,316.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
312,2.0,Mark,Rinehart,mark.rinehart@sakilacustomer.org,317.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
313,2.0,Donald,Mahon,donald.mahon@sakilacustomer.org,318.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
314,1.0,George,Linton,george.linton@sakilacustomer.org,319.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
315,2.0,Kenneth,Gooden,kenneth.gooden@sakilacustomer.org,320.0,t,2006-02-14,2013-05-26 14:49:45.738,0.0
316,1.0,Steven,Curley,steven.curley@sakilacustomer.org,321.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
317,2.0,Edward,Baugh,edward.baugh@sakilacustomer.org,322.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
318,1.0,Brian,Wyman,brian.wyman@sakilacustomer.org,323.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
319,2.0,Ronald,Weiner,ronald.weiner@sakilacustomer.org,324.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
320,2.0,Anthony,Schwab,anthony.schwab@sakilacustomer.org,325.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
321,1.0,Kevin,Schuler,kevin.schuler@sakilacustomer.org,326.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
322,1.0,Jason,Morrissey,jason.morrissey@sakilacustomer.org,327.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
323,2.0,Matthew,Mahan,matthew.mahan@sakilacustomer.org,328.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
324,2.0,Gary,Coy,gary.coy@sakilacustomer.org,329.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
325,1.0,Timothy,Bunn,timothy.bunn@sakilacustomer.org,330.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
326,1.0,Jose,Andrew,jose.andrew@sakilacustomer.org,331.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
327,2.0,Larry,Thrasher,larry.thrasher@sakilacustomer.org,332.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
328,2.0,Jeffrey,Spear,jeffrey.spear@sakilacustomer.org,333.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
329,2.0,Frank,Waggoner,frank.waggoner@sakilacustomer.org,334.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
330,1.0,Scott,Shelley,scott.shelley@sakilacustomer.org,335.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
331,1.0,Eric,Robert,eric.robert@sakilacustomer.org,336.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
332,1.0,Stephen,Qualls,stephen.qualls@sakilacustomer.org,337.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
333,2.0,Andrew,Purdy,andrew.purdy@sakilacustomer.org,338.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
334,2.0,Raymond,Mcwhorter,raymond.mcwhorter@sakilacustomer.org,339.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
335,1.0,Gregory,Mauldin,gregory.mauldin@sakilacustomer.org,340.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
336,1.0,Joshua,Mark,joshua.mark@sakilacustomer.org,341.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
337,1.0,Jerry,Jordon,jerry.jordon@sakilacustomer.org,342.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
338,1.0,Dennis,Gilman,dennis.gilman@sakilacustomer.org,343.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
339,2.0,Walter,Perryman,walter.perryman@sakilacustomer.org,344.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
340,1.0,Patrick,Newsom,patrick.newsom@sakilacustomer.org,345.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
341,1.0,Peter,Menard,peter.menard@sakilacustomer.org,346.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
342,1.0,Harold,Martino,harold.martino@sakilacustomer.org,347.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
343,1.0,Douglas,Graf,douglas.graf@sakilacustomer.org,348.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
344,1.0,Henry,Billingsley,henry.billingsley@sakilacustomer.org,349.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
345,1.0,Carl,Artis,carl.artis@sakilacustomer.org,350.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
346,1.0,Arthur,Simpkins,arthur.simpkins@sakilacustomer.org,351.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
347,2.0,Ryan,Salisbury,ryan.salisbury@sakilacustomer.org,352.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
348,2.0,Roger,Quintanilla,roger.quintanilla@sakilacustomer.org,353.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
349,2.0,Joe,Gilliland,joe.gilliland@sakilacustomer.org,354.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
350,1.0,Juan,Fraley,juan.fraley@sakilacustomer.org,355.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
351,1.0,Jack,Foust,jack.foust@sakilacustomer.org,356.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
352,1.0,Albert,Crouse,albert.crouse@sakilacustomer.org,357.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
353,1.0,Jonathan,Scarborough,jonathan.scarborough@sakilacustomer.org,358.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
354,2.0,Justin,Ngo,justin.ngo@sakilacustomer.org,359.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
355,2.0,Terry,Grissom,terry.grissom@sakilacustomer.org,360.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
356,2.0,Gerald,Fultz,gerald.fultz@sakilacustomer.org,361.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
357,1.0,Keith,Rico,keith.rico@sakilacustomer.org,362.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
358,2.0,Samuel,Marlow,samuel.marlow@sakilacustomer.org,363.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
359,2.0,Willie,Markham,willie.markham@sakilacustomer.org,364.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
360,2.0,Ralph,Madrigal,ralph.madrigal@sakilacustomer.org,365.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
361,2.0,Lawrence,Lawton,lawrence.lawton@sakilacustomer.org,366.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
362,1.0,Nicholas,Barfield,nicholas.barfield@sakilacustomer.org,367.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
363,2.0,Roy,Whiting,roy.whiting@sakilacustomer.org,368.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
364,1.0,Benjamin,Varney,benjamin.varney@sakilacustomer.org,369.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
365,2.0,Bruce,Schwarz,bruce.schwarz@sakilacustomer.org,370.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
366,1.0,Brandon,Huey,brandon.huey@sakilacustomer.org,371.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
367,1.0,Adam,Gooch,adam.gooch@sakilacustomer.org,372.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
368,1.0,Harry,Arce,harry.arce@sakilacustomer.org,373.0,t,2006-02-14,2013-05-26 14:49:45.738,0.0
369,2.0,Fred,Wheat,fred.wheat@sakilacustomer.org,374.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
370,2.0,Wayne,Truong,wayne.truong@sakilacustomer.org,375.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
371,1.0,Billy,Poulin,billy.poulin@sakilacustomer.org,376.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
372,2.0,Steve,Mackenzie,steve.mackenzie@sakilacustomer.org,377.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
373,1.0,Louis,Leone,louis.leone@sakilacustomer.org,378.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
374,2.0,Jeremy,Hurtado,jeremy.hurtado@sakilacustomer.org,379.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
375,2.0,Aaron,Selby,aaron.selby@sakilacustomer.org,380.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
376,1.0,Randy,Gaither,randy.gaither@sakilacustomer.org,381.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
377,1.0,Howard,Fortner,howard.fortner@sakilacustomer.org,382.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
378,1.0,Eugene,Culpepper,eugene.culpepper@sakilacustomer.org,383.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
379,1.0,Carlos,Coughlin,carlos.coughlin@sakilacustomer.org,384.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
380,1.0,Russell,Brinson,russell.brinson@sakilacustomer.org,385.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
381,2.0,Bobby,Boudreau,bobby.boudreau@sakilacustomer.org,386.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
382,2.0,Victor,Barkley,victor.barkley@sakilacustomer.org,387.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
383,1.0,Martin,Bales,martin.bales@sakilacustomer.org,388.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
384,2.0,Ernest,Stepp,ernest.stepp@sakilacustomer.org,389.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
385,1.0,Phillip,Holm,phillip.holm@sakilacustomer.org,390.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
386,1.0,Todd,Tan,todd.tan@sakilacustomer.org,391.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
387,2.0,Jesse,Schilling,jesse.schilling@sakilacustomer.org,392.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
388,2.0,Craig,Morrell,craig.morrell@sakilacustomer.org,393.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
389,1.0,Alan,Kahn,alan.kahn@sakilacustomer.org,394.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
390,1.0,Shawn,Heaton,shawn.heaton@sakilacustomer.org,395.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
391,1.0,Clarence,Gamez,clarence.gamez@sakilacustomer.org,396.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
392,2.0,Sean,Douglass,sean.douglass@sakilacustomer.org,397.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
393,1.0,Philip,Causey,philip.causey@sakilacustomer.org,398.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
394,2.0,Chris,Brothers,chris.brothers@sakilacustomer.org,399.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
395,2.0,Johnny,Turpin,johnny.turpin@sakilacustomer.org,400.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
396,1.0,Earl,Shanks,earl.shanks@sakilacustomer.org,401.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
397,1.0,Jimmy,Schrader,jimmy.schrader@sakilacustomer.org,402.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
398,1.0,Antonio,Meek,antonio.meek@sakilacustomer.org,403.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
399,1.0,Danny,Isom,danny.isom@sakilacustomer.org,404.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
400,2.0,Bryan,Hardison,bryan.hardison@sakilacustomer.org,405.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
401,2.0,Tony,Carranza,tony.carranza@sakilacustomer.org,406.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
402,1.0,Luis,Yanez,luis.yanez@sakilacustomer.org,407.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
403,1.0,Mike,Way,mike.way@sakilacustomer.org,408.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
404,2.0,Stanley,Scroggins,stanley.scroggins@sakilacustomer.org,409.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
405,1.0,Leonard,Schofield,leonard.schofield@sakilacustomer.org,410.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
406,1.0,Nathan,Runyon,nathan.runyon@sakilacustomer.org,411.0,t,2006-02-14,2013-05-26 14:49:45.738,0.0
407,1.0,Dale,Ratcliff,dale.ratcliff@sakilacustomer.org,412.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
408,1.0,Manuel,Murrell,manuel.murrell@sakilacustomer.org,413.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
409,2.0,Rodney,Moeller,rodney.moeller@sakilacustomer.org,414.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
410,2.0,Curtis,Irby,curtis.irby@sakilacustomer.org,415.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
411,1.0,Norman,Currier,norman.currier@sakilacustomer.org,416.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
412,2.0,Allen,Butterfield,allen.butterfield@sakilacustomer.org,417.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
413,2.0,Marvin,Yee,marvin.yee@sakilacustomer.org,418.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
414,1.0,Vincent,Ralston,vincent.ralston@sakilacustomer.org,419.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
415,1.0,Glenn,Pullen,glenn.pullen@sakilacustomer.org,420.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
416,2.0,Jeffery,Pinson,jeffery.pinson@sakilacustomer.org,421.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
417,1.0,Travis,Estep,travis.estep@sakilacustomer.org,422.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
418,2.0,Jeff,East,jeff.east@sakilacustomer.org,423.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
419,1.0,Chad,Carbone,chad.carbone@sakilacustomer.org,424.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
420,1.0,Jacob,Lance,jacob.lance@sakilacustomer.org,425.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
421,1.0,Lee,Hawks,lee.hawks@sakilacustomer.org,426.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
422,1.0,Melvin,Ellington,melvin.ellington@sakilacustomer.org,427.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
423,2.0,Alfred,Casillas,alfred.casillas@sakilacustomer.org,428.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
424,2.0,Kyle,Spurlock,kyle.spurlock@sakilacustomer.org,429.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
425,2.0,Francis,Sikes,francis.sikes@sakilacustomer.org,430.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
426,1.0,Bradley,Motley,bradley.motley@sakilacustomer.org,431.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
427,2.0,Jesus,Mccartney,jesus.mccartney@sakilacustomer.org,432.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
428,2.0,Herbert,Kruger,herbert.kruger@sakilacustomer.org,433.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
